12*9	108	1	2	4.75521183013916	1.5850706100463867
9*3	27	2	1	8.819012641906738	2.9396708806355796
7*8	56	2	1	6.956439018249512	2.3188130060831704
12*2	24	2	1	6.853404521942139	2.284468173980713
7*5	35	2	1	6.659992933273315	2.2199976444244385
6*8	48	2	1	6.523730039596558	2.174576679865519
10*5	50	2	1	6.184069395065308	2.061356465021769
5*5	25	2	1	5.996789932250977	1.9989299774169922
3*7	21	2	1	5.972130060195923	1.9907100200653076
7*2	14	2	1	5.54145359992981	1.8471511999766033
3*2	6	2	1	4.812882661819458	1.604294220606486
9*10	90	2	1	4.4373414516448975	1.4791138172149658
7*3	21	2	1	4.380739688873291	1.4602465629577637
10*9	90	2	1	4.066300868988037	1.3554336229960124
6*0	0	2	1	3.7157280445098877	1.2385760148366292
2*4	8	2	1	3.4449965953826904	1.1483321984608967
2*0	0	2	1	3.348804235458374	1.1162680784861247
0*6	0	2	1	2.7570555210113525	0.9190185070037842
6*9	54	3	0	10.845468521118164	3.6151561737060547
9*12	108	3	0	10.301575899124146	3.433858633041382
12*4	48	3	0	9.587724447250366	3.1959081490834556
7*6	42	3	0	9.040712118148804	3.013570706049601
9*7	63	3	0	8.701223850250244	2.9004079500834146
7*9	63	3	0	8.364579677581787	2.7881932258605957
4*9	36	3	0	8.33523964881897	2.7784132162729898
8*3	24	3	0	7.875866651535034	2.6252888838450112
4*6	24	3	0	7.476053714752197	2.492017904917399
11*11	121	3	0	7.387447357177734	2.462482452392578
8*4	32	3	0	7.317084550857544	2.439028183619181
6*7	42	3	0	6.90904688835144	2.30301562945048
2*12	24	3	0	6.749478578567505	2.249826192855835
6*4	24	3	0	6.740413427352905	2.2468044757843018
6*6	36	3	0	6.539314270019531	2.1797714233398438
8*6	48	3	0	6.515969276428223	2.1719897588094077
5*10	50	3	0	6.184696435928345	2.0615654786427817
8*7	56	3	0	6.132261753082275	2.0440872510274253
2*3	6	3	0	6.12589955329895	2.041966517766317
9*6	54	3	0	6.083748817443848	2.0279162724812827
8*9	72	3	0	6.021205186843872	2.007068395614624
12*3	36	3	0	5.924007177352905	1.974669059117635
2*8	16	3	0	5.884995460510254	1.961665153503418
7*7	49	3	0	5.8248679637908936	1.9416226545969646
9*0	0	3	0	5.796631097793579	1.932210365931193
5*7	35	3	0	5.788929224014282	1.9296430746714275
12*5	60	3	0	5.7593302726745605	1.9197767575581868
8*12	96	3	0	5.7253594398498535	1.908453146616618
11*12	132	3	0	5.715898752212524	1.9052995840708415
9*4	36	3	0	5.571167945861816	1.8570559819539387
2*6	12	3	0	5.5411903858184814	1.847063461939494
4*4	16	3	0	5.506957054138184	1.8356523513793945
12*8	96	3	0	5.485360145568848	1.8284533818562825
7*4	28	3	0	5.425669431686401	1.8085564772288005
3*10	30	3	0	5.413311004638672	1.8044370015462239
12*6	72	3	0	5.380829095840454	1.7936096986134846
3*4	12	3	0	5.373196125030518	1.7910653750101726
10*8	80	3	0	5.358609199523926	1.7862030665079753
3*8	24	3	0	5.355817794799805	1.7852725982666016
4*8	32	3	0	5.355817794799805	1.7852725982666016
5*3	15	3	0	5.34955096244812	1.7831836541493733
9*9	81	3	0	5.275035858154297	1.7583452860514324
8*8	64	3	0	5.243275165557861	1.747758388519287
4*7	28	3	0	5.197362661361694	1.7324542204538982
9*8	72	3	0	5.165250301361084	1.7217501004536946
6*12	72	3	0	5.1086835861206055	1.7028945287068684
4*10	40	3	0	5.100997686386108	1.7003325621287029
8*2	16	3	0	5.0780932903289795	1.6926977634429932
3*12	36	3	0	5.057161569595337	1.6857205231984456
6*5	30	3	0	5.02835750579834	1.6761191685994465
12*10	120	3	0	5.0069873332977295	1.66899577776591
10*12	120	3	0	5.005262136459351	1.668420712153117
7*12	84	3	0	4.948535203933716	1.649511734644572
3*5	15	3	0	4.884403705596924	1.6281345685323079
3*3	9	3	0	4.8049635887146	1.6016545295715332
1*12	12	3	0	4.8044023513793945	1.601467450459798
6*2	12	3	0	4.6859354972839355	1.5619784990946453
4*12	48	3	0	4.684598684310913	1.5615328947703044
9*11	99	3	0	4.678920269012451	1.5596400896708171
11*2	22	3	0	4.65058970451355	1.5501965681711833
3*9	27	3	0	4.644860029220581	1.5482866764068604
5*6	30	3	0	4.637383937835693	1.5457946459452312
12*11	132	3	0	4.621427536010742	1.540475845336914
12*12	144	3	0	4.61365270614624	1.53788423538208
4*5	20	3	0	4.606283664703369	1.5354278882344563
10*11	110	3	0	4.580654621124268	1.5268848737080891
9*5	45	3	0	4.566185235977173	1.5220617453257244
4*3	12	3	0	4.525761604309082	1.5085872014363606
5*9	45	3	0	4.493893384933472	1.4979644616444905
2*10	20	3	0	4.472765922546387	1.490921974182129
11*10	110	3	0	4.46146559715271	1.4871551990509033
5*2	10	3	0	4.422292947769165	1.4740976492563884
5*8	40	3	0	4.421309947967529	1.473769982655843
12*0	0	3	0	4.371203660964966	1.457067886988322
6*11	66	3	0	4.348431348800659	1.4494771162668865
3*6	18	3	0	4.333060264587402	1.444353421529134
10*10	100	3	0	4.310044050216675	1.4366813500722249
7*11	77	3	0	4.308929204940796	1.4363097349802654
1*10	10	3	0	4.301047086715698	1.4336823622385662
12*7	84	3	0	4.268219232559204	1.4227397441864014
5*12	60	3	0	4.244219064712524	1.414739688237508
10*1	10	3	0	4.229405403137207	1.4098018010457356
5*0	0	3	0	4.177563905715942	1.3925213019053142
5*4	20	3	0	4.084941387176514	1.361647129058838
10*2	20	3	0	4.028852701187134	1.3429509003957112
8*11	88	3	0	3.957469940185547	1.3191566467285156
2*2	4	3	0	3.9515464305877686	1.317182143529256
2*7	14	3	0	3.9002604484558105	1.3000868161519368
8*10	80	3	0	3.8933517932891846	1.2977839310963948
8*5	40	3	0	3.8929381370544434	1.2976460456848145
1*2	2	3	0	3.8690381050109863	1.2896793683369954
10*6	60	3	0	3.8534350395202637	1.2844783465067546
2*5	10	3	0	3.8449246883392334	1.2816415627797444
12*1	12	3	0	3.8386647701263428	1.2795549233754475
11*7	77	3	0	3.8219921588897705	1.27399738629659
7*10	70	3	0	3.773566722869873	1.2578555742899578
2*11	22	3	0	3.772779703140259	1.2575932343800862
3*0	0	3	0	3.7327208518981934	1.2442402839660645
2*1	2	3	0	3.7086892127990723	1.2362297375996907
11*1	11	3	0	3.707874059677124	1.2359580198923747
6*3	18	3	0	3.6775383949279785	1.2258461316426594
6*10	60	3	0	3.666818380355835	1.222272793451945
6*1	6	3	0	3.6601312160491943	1.2200437386830647
7*0	0	3	0	3.637282371520996	1.2124274571736653
9*2	18	3	0	3.6203324794769287	1.2067774931589763
10*4	40	3	0	3.596153497695923	1.1987178325653076
0*8	0	3	0	3.563899278640747	1.1879664262135823
11*8	88	3	0	3.5510833263397217	1.1836944421132405
11*0	0	3	0	3.533499002456665	1.1778330008188884
0*11	0	3	0	3.499174118041992	1.166391372680664
4*1	4	3	0	3.486379861831665	1.162126620610555
5*11	55	3	0	3.485053777694702	1.1616845925649006
2*9	18	3	0	3.468433141708374	1.156144380569458
11*3	33	3	0	3.4359378814697266	1.1453126271565754
0*10	0	3	0	3.42978835105896	1.14326278368632
1*11	11	3	0	3.4287822246551514	1.1429274082183838
10*3	30	3	0	3.4236598014831543	1.141219933827718
10*7	70	3	0	3.4137330055236816	1.1379110018412273
4*2	8	3	0	3.4055027961730957	1.1351675987243652
5*1	5	3	0	3.3925206661224365	1.1308402220408122
3*11	33	3	0	3.372948408126831	1.124316136042277
10*0	0	3	0	3.3492319583892822	1.1164106527964275
4*11	44	3	0	3.309952735900879	1.1033175786336262
0*2	0	3	0	3.2775681018829346	1.0925227006276448
11*6	66	3	0	3.2455649375915527	1.0818549791971843
8*0	0	3	0	3.2204833030700684	1.0734944343566895
11*9	99	3	0	3.2203054428100586	1.0734351476033528
11*5	55	3	0	3.1562085151672363	1.0520695050557454
0*12	0	3	0	3.14908504486084	1.0496950149536133
11*4	44	3	0	3.142472982406616	1.0474909941355388
0*4	0	3	0	3.099480628967285	1.0331602096557617
3*1	3	3	0	3.085360050201416	1.0284533500671387
1*0	0	3	0	3.052450656890869	1.0174835522969563
0*0	0	3	0	3.0503203868865967	1.0167734622955322
0*3	0	3	0	3.0377442836761475	1.012581427892049
0*10	0	3	0	3.0290117263793945	1.009670575459798
4*0	0	3	0	3.0217130184173584	1.0072376728057861
9*1	9	3	0	2.9255807399749756	0.9751935799916586
1*9	9	3	0	2.893453598022461	0.9644845326741537
8*1	8	3	0	2.8562772274017334	0.9520924091339111
1*7	7	3	0	2.853705644607544	0.9512352148691813
7*1	7	3	0	2.8530685901641846	0.9510228633880615
0*7	0	3	0	2.7733190059661865	0.9244396686553955
0*5	0	3	0	2.6846063137054443	0.8948687712351481
1*8	8	3	0	2.661316156387329	0.887105385462443
1*5	5	3	0	2.6296932697296143	0.8765644232432047
0*9	0	3	0	2.629446268081665	0.876482089360555
1*6	6	3	0	2.5733964443206787	0.8577988147735596
1*1	1	3	0	2.5576229095458984	0.8525409698486328
1*3	3	3	0	2.4207916259765625	0.8069305419921875
1*4	4	3	0	2.1328623294830322	0.7109541098276774
